candidate_id,full_name,gender,age,graduation_year,college,degree,branch,cgpa,backlogs,gap_year,prior_internship,projects_count,certifications_count,top_skills,platform,company_applied,sector,job_role,work_type,job_location,application_date,hiring_stage,interview_rounds,response_time_days,offered_salary_inr,linkedin_connections,profile_completion_pct,linkedin_premium,referral_applied
2008,Urvashi Venkatesh,Female,27,2022,IIT Roorkee,BBA,Business Administration,8.88,1,No,No,3,0,Tableau | Leadership | REST APIs | Flutter | Cybersecurity,Naukri,Zoho,Consulting,QA Engineer,Contract,Lucknow,2022-09-27,Shortlisted,,41,,947,59,N/A,No
2009,Lavanya Trivedi,Female,23,2021,PES University Bangalore,MBA,HR,6.59,3,No,No,0,5,Ruby on Rails | Docker | Laravel | Deep Learning,LinkedIn,Absolutdata,Media & Entertainment,Cloud Engineer,Internship,Coimbatore,2024-06-08,Shortlisted,,10,,617,72,No,No
2010,Meera Das,Female,25,2022,COEP Pune,B.Com,Finance,7.84,1,No,Yes,4,0,MongoDB | AWS | Docker | REST APIs,LinkedIn,Mu Sigma,Telecom,Digital Marketing Executive,Full-time,Nagpur,2024-06-23,HR Interview,3,42,,2702,66,No,No
2011,Chirag Bhatnagar,Male,27,2020,IIT Hyderabad,B.Sc (CS),Computer Science,7.18,3,No,No,1,0,AWS | Teamwork,LinkedIn,Intel India,Manufacturing,UX Designer,Internship,Kochi,2022-04-18,Online Assessment,,18,,1800,88,No,No
2012,Priya Oswal,Female,20,2021,SP Jain Mumbai,MBA,Business Analytics,8.56,3,No,Yes,1,5,Kubernetes | C++ | Deep Learning | Swift | Hive,LinkedIn,Freshworks,Consulting,Product Manager,Full-time,Patna,2021-01-14,Applied,,36,,1847,65,No,No
2013,Deepika Subramaniam,Female,23,2023,Chandigarh University,B.Sc (IT),Information Technology,5.69,2,No,No,5,5,TypeScript | TensorFlow,Cutshort,Barclays India,EdTech,Database Administrator,Internship,Vadodara,2022-05-06,Shortlisted,,10,,823,92,N/A,No
2014,Nikhil Iyer,Male,21,2024,DTU Delhi,B.Tech,Computer Science,9.82,0,No,Yes,1,0,Tableau | AWS | Cybersecurity | Machine Learning,LinkedIn,Axis Bank,Automotive,Data Scientist,Full-time,Bhubaneswar,2021-04-11,Online Assessment,,34,,174,73,No,Yes
2015,Arjun Mishra,Male,24,2023,MDI Gurgaon,B.Com,Commerce,6.69,3,No,No,4,5,MongoDB | Swift,LinkedIn,Cognizant,FinTech,Finance Analyst,Full-time,Mumbai,2023-04-06,Online Assessment,,41,,2108,78,No,No
2016,Brijesh Yadav,Male,21,2023,IIT Delhi,B.Sc (CS),Computer Science,5.74,2,No,Yes,3,1,Cybersecurity | REST APIs | JavaScript,Glassdoor,Bajaj Finserv,E-commerce,SEO Analyst,Contract,Delhi NCR,2024-09-15,Withdrawn,,28,,2542,71,N/A,No
2017,Chetna Mukherjee,Female,24,2023,PES University Bangalore,MCA,Computer Applications,7.6,2,No,No,0,2,Bash Scripting | Flutter | Teamwork,LinkedIn,Infosys,AgriTech,Software Engineer,Part-time,Hyderabad,2022-03-10,HR Interview,1,29,,1127,67,No,No
2018,Chirag Kulkarni,Male,22,2021,NIT Warangal,BCA,Computer Applications,9.31,1,No,Yes,6,1,Excel | Networking | Tableau,Naukri,Cognizant,Banking & Finance,HR Executive,Full-time,Nagpur,2023-10-09,Shortlisted,,30,,2257,81,N/A,No
2019,Rahul Sandhu,Male,20,2020,IIT Delhi,MBA,Business Analytics,5.89,0,No,Yes,5,5,Swift | Hadoop | Tableau | Spark,LinkedIn,Nykaa,HealthTech,Network Engineer,Internship,Delhi NCR,2022-08-08,Applied,,26,,2461,96,No,No
2020,Nisha Saxena,Female,25,2025,Amity University Noida,B.Com,Commerce,8.42,3,No,No,3,2,Linux | Excel,LinkedIn,HDFC Bank,Media & Entertainment,Database Administrator,Internship,Kolkata,2023-10-03,Applied,,35,,1200,72,No,No
2021,Neha Bose,Female,23,2025,PES University Bangalore,B.E.,Electronics,7.78,2,No,No,2,1,Machine Learning | TensorFlow | Cybersecurity,Naukri,Siemens India,Telecom,Data Analyst,Full-time,Bhopal,2022-05-27,Applied,,32,,2757,57,N/A,Yes
2022,Om Anand,Male,20,2022,Pune University,BBA,HR,5.87,3,No,Yes,0,4,Spring Boot | Machine Learning | Scala,Cutshort,BigBasket,Manufacturing,Operations Analyst,Part-time,Patna,2024-05-09,Technical Interview,3,40,,51,82,N/A,No
2023,Wasim Lal,Male,26,2020,Presidency University Kolkata,MBA,Operations,7.31,0,Yes,No,4,1,Node.js | Bash Scripting | Java,TimesJobs,Bosch India,Retail,Operations Analyst,Full-time,Chandigarh,2024-02-26,Offer,2,38,273447,2069,75,N/A,No
2024,Khushi Chatterjee,Female,24,2024,MDI Gurgaon,BCA,Computer Applications,9.95,0,No,Yes,5,3,Scala | TensorFlow | Laravel | Figma,LinkedIn,Bosch India,Logistics,Cloud Engineer,Internship,Indore,2022-07-27,Technical Interview,5,11,,756,56,No,No
2025,Omna Chopra,Female,22,2022,Nirma University Ahmedabad,MBA,Business Analytics,8.98,0,Yes,No,2,4,R | Linux,AngelList,Delhivery,Manufacturing,Finance Analyst,Internship,Ahmedabad,2022-06-05,HR Interview,3,40,,446,57,N/A,No
2026,Zara Soni,Female,23,2020,IIEST Shibpur,BCA,Computer Applications,8.76,1,No,No,6,3,Leadership | JavaScript | Swift,Internshala,Uber India,E-commerce,Network Engineer,Full-time,Lucknow,2021-07-02,Shortlisted,,31,,402,86,N/A,No
2027,Aarav Hegde,Male,24,2020,NIT Warangal,B.Tech,Chemical Engineering,9.42,3,Yes,Yes,3,2,Kotlin | Hive,Unstop,Groww,HealthTech,Android Developer,Full-time,Bengaluru,2021-05-08,Applied,,1,,419,69,N/A,No
2028,Geeta Sodhi,Female,22,2025,BITS Pilani,B.Sc (IT),Information Technology,6.65,0,Yes,No,1,5,SQL | Kubernetes | R,Unstop,Deloitte,Automotive,Backend Developer,Full-time,Nagpur,2021-10-29,Applied,,16,,2692,83,N/A,No
2029,Dimple Mathur,Female,21,2024,Osmania University Hyderabad,B.Sc (IT),Information Technology,8.02,0,No,No,4,5,Excel | TensorFlow | Docker,Unstop,Lenskart,HealthTech,Embedded Engineer,Part-time,Remote,2024-04-24,Applied,,33,,1939,99,N/A,Yes
2030,Harish Khatri,Male,20,2024,IIM Ahmedabad,B.Sc (CS),Computer Science,9.74,1,No,Yes,3,0,Laravel | Hive | GraphQL | Spring Boot | React,LinkedIn,NIIT Technologies,Consulting,iOS Developer,Internship,Hyderabad,2023-02-28,HR Interview,4,37,,2370,65,No,No
2031,Eisha Ramachandran,Female,26,2025,IIM Ahmedabad,MCA,Computer Applications,7.55,2,No,No,2,4,Selenium | R | Git | Hadoop | REST APIs,Indeed,Practo,EdTech,Data Scientist,Internship,Remote,2023-11-05,Applied,,30,,1352,57,N/A,No
2032,Harsh Chauhan,Male,23,2023,SRM University Chennai,B.Sc (CS),Computer Science,6.76,2,No,No,5,1,Swift | Ruby on Rails | Flutter | TensorFlow | Docker,Indeed,Urban Company,EdTech,Android Developer,Internship,Chandigarh,2022-06-20,Offer,2,24,8098,686,60,N/A,No
2033,Yash Menon,Male,20,2025,Bangalore University,B.Com,Accounting,8.56,1,No,No,0,1,GraphQL | R | Kubernetes,Naukri,PolicyBazaar,Consulting,UX Designer,Internship,Mumbai,2023-11-15,Online Assessment,,14,,2090,98,N/A,Yes
2034,Puja Nair,Female,20,2023,BITS Goa,B.Sc (CS),Computer Science,7.06,2,No,Yes,4,0,Teamwork | REST APIs | Python | Hive | Laravel,Apna,Samsung India,Retail,Database Administrator,Full-time,Hyderabad,2021-08-17,HR Interview,3,11,,1250,94,N/A,No
2035,Kirti Kulkarni,Female,24,2021,IIIT Hyderabad,MBA,Strategy,9.36,2,Yes,No,5,5,REST APIs | Deep Learning | Problem Solving | Python | Flutter,Unstop,Zoho,Retail,iOS Developer,Full-time,Delhi NCR,2024-12-31,Applied,,7,,1574,80,N/A,No
2036,Harish Walia,Male,21,2024,IIIT Bangalore,B.E.,Civil,6.0,2,No,No,4,4,Bash Scripting | C++ | Kotlin,Campus Placement,Angel One,AgriTech,UX Designer,Internship,Mysuru,2021-02-15,Applied,,6,,1042,61,N/A,No
2037,Mansi Kumar,Female,25,2020,NIT Surathkal,B.Sc (IT),Information Technology,5.99,0,No,Yes,3,5,Node.js | Problem Solving | PyTorch | Kubernetes,Naukri,Siemens India,Banking & Finance,Technical Support Engineer,Contract,Ahmedabad,2022-02-27,Rejected,3,22,,1541,92,N/A,Yes
2038,Nisha Thakur,Female,26,2023,NIT Surathkal,B.Tech,Civil Engineering,7.22,1,No,No,4,3,Java | JavaScript | Selenium | Leadership,Naukri,Siemens India,E-commerce,Digital Marketing Executive,Internship,Remote,2021-01-03,Applied,,37,,408,81,N/A,No
2039,Brijesh Singh,Male,26,2025,IIIT Hyderabad,BBA,HR,9.3,3,No,No,6,1,React | Teamwork | Docker | Azure,Naukri,Citi India,Retail,Recruiter,Full-time,Bhubaneswar,2024-04-10,Applied,,21,,935,77,N/A,No
2040,Devika More,Female,23,2022,JNTUH Hyderabad,B.E.,Electrical,6.75,3,No,No,4,5,Hive | Networking | TensorFlow | Django,LinkedIn,Nykaa,E-commerce,Recruiter,Full-time,Mumbai,2021-03-12,Shortlisted,,42,,2437,61,No,No
2041,Vandana Kulkarni,Female,24,2023,Kalinga University,B.Tech,Electronics & Communication,8.09,1,No,Yes,4,0,Excel | Tableau | TypeScript | MATLAB | Cybersecurity,Foundit,Goldman Sachs,AgriTech,Technical Support Engineer,Full-time,Jaipur,2024-04-08,Withdrawn,,9,,2312,82,N/A,No
2042,Aarti Chatterjee,Female,22,2025,Pune University,BBA,Business Administration,6.13,1,Yes,Yes,1,1,Flutter | Excel,Monster,BYJU's,HealthTech,Marketing Analyst,Full-time,Nagpur,2024-03-14,Applied,,29,,1688,62,N/A,No
2043,Priya Subramaniam,Female,21,2020,DTU Delhi,BCA,Computer Applications,6.57,2,No,Yes,1,2,Node.js | Django | Tableau,Naukri,BYJU's,Media & Entertainment,Systems Engineer,Full-time,Bhopal,2021-10-09,HR Interview,3,23,,2909,95,N/A,Yes
2044,Harsha Gupta,Female,24,2020,Anna University Chennai,M.Tech,VLSI,5.91,3,No,No,4,4,React | Laravel | Scala,LinkedIn,Samsung India,Consulting,Cybersecurity Analyst,Full-time,Hyderabad,2023-03-31,Applied,,9,,2498,86,Yes,No
2045,Yukti Grewal,Female,27,2021,BITS Hyderabad,BCA,Computer Applications,9.58,1,No,No,1,3,TensorFlow | Flutter | Cybersecurity,LinkedIn,Tata Steel,HealthTech,Full Stack Developer,Full-time,Pune,2023-12-04,Offer,3,35,1387127,1197,85,No,Yes
2046,Kamlesh Mishra,Male,27,2023,Delhi University,B.Sc (CS),Computer Science,6.71,0,No,No,5,5,Spring Boot | Linux,Naukri,Bajaj Finserv,EdTech,Frontend Developer,Internship,Remote,2021-09-20,Applied,,18,,2764,89,N/A,No
2047,Omkar Malhotra,Male,25,2022,IIT Bombay,B.Com,Finance,8.64,3,No,No,2,3,Bash Scripting | Laravel | MongoDB,HackerEarth,Urban Company,IT/Software,Recruiter,Full-time,Chennai,2022-12-11,Offer,2,7,250556,2941,82,N/A,No
2048,Om Sethi,Male,27,2023,BITS Pilani,B.Sc (IT),Information Technology,7.97,3,No,No,4,1,MongoDB | Kubernetes | Deep Learning | PHP | MATLAB,Shine,Axis Bank,IT/Software,HR Executive,Internship,Lucknow,2021-10-01,HR Interview,4,36,,242,87,N/A,No
2049,Ananya Dixit,Female,22,2021,IIT Madras,BBA,Marketing,7.1,0,Yes,No,4,2,Data Analysis | Hive | Kubernetes,Cutshort,Cure.fit,Automotive,Business Analyst,Full-time,Patna,2021-11-18,Online Assessment,,38,,585,92,N/A,No
2050,Gargi Saxena,Female,21,2020,IIT Bombay,BCA,Computer Applications,7.66,1,No,No,4,4,Docker | Spark | Linux,Campus Placement,JPMorgan India,EdTech,Frontend Developer,Full-time,Mumbai,2022-04-21,Applied,,11,,1277,58,N/A,No
2051,Alpana Rajan,Female,20,2020,VIT Vellore,M.Tech,Software Engineering,5.97,0,No,Yes,3,4,Azure | Leadership | Spring Boot | Python,Internshala,Persistent Systems,AgriTech,Sales Executive,Full-time,Mysuru,2021-04-13,Online Assessment,,8,,1516,60,N/A,No
2052,Hitesh Majumdar,Male,26,2020,IIT Delhi,BBA,HR,9.85,2,No,No,0,3,Django | GraphQL,Monster,Axis Bank,Consulting,Product Manager,Part-time,Surat,2023-09-28,Applied,,9,,2904,77,N/A,No
2053,Neha Bose,Female,22,2022,IIEST Shibpur,BBA,HR,7.78,1,No,Yes,1,4,Laravel | R | Figma | Hive | Swift,LinkedIn,Texas Instruments India,Logistics,SEO Analyst,Full-time,Patna,2024-03-07,Technical Interview,3,22,,2807,94,No,No
2054,Meera Porwal,Female,24,2023,HBTU Kanpur,M.Tech,Computer Science,5.7,0,No,Yes,5,5,Power BI | Django,LinkedIn,NIIT Technologies,AgriTech,ML Engineer,Contract,Coimbatore,2021-11-01,Applied,,31,,785,67,No,No
2055,Nisha Negi,Female,25,2024,Osmania University Hyderabad,B.Com,Finance,9.94,3,No,No,5,5,R | Power BI | Laravel | REST APIs,LinkedIn,Swiggy,Banking & Finance,HR Executive,Full-time,Hyderabad,2021-08-19,Offer,1,33,523643,2592,76,No,No
2056,Lata Bhatnagar,Female,25,2020,DTU Delhi,B.Sc (CS),Computer Science,7.27,3,No,No,2,1,Excel | Selenium,Monster,Wipro,FinTech,Database Administrator,Full-time,Delhi NCR,2024-03-06,Online Assessment,,8,,490,55,N/A,No
2057,Lakshay Dubey,Male,24,2022,SRM University Chennai,BCA,Computer Applications,7.06,2,No,No,5,2,R | Flutter,Unstop,Groww,Banking & Finance,Android Developer,Internship,Surat,2024-09-01,Technical Interview,3,21,,316,83,N/A,No
2058,Vishal Anand,Male,20,2025,NIT Calicut,B.Sc (IT),Information Technology,8.21,2,No,No,0,2,JavaScript | PHP | C++ | Hadoop,Referral,Tech Mahindra,IT/Software,Operations Analyst,Internship,Indore,2024-06-09,Online Assessment,,39,,2244,99,N/A,No
2059,Jyoti Verma,Female,26,2023,Jadavpur University Kolkata,BCA,Computer Applications,9.1,2,Yes,No,5,1,Selenium | Kubernetes,LinkedIn,HCL Technologies,Logistics,Operations Analyst,Full-time,Surat,2021-08-25,Applied,,29,,501,58,No,No
2060,Varun Singh,Male,25,2024,NIT Trichy,B.Tech,Electrical Engineering,6.98,3,No,Yes,5,2,Hadoop | Data Analysis | Node.js,Internshala,Tiger Analytics,Consulting,Database Administrator,Internship,Noida,2024-03-02,Rejected,2,17,,1943,87,N/A,Yes
2061,Ojaswini Balakrishnan,Female,21,2020,DTU Delhi,B.Com,Accounting,9.97,1,No,Yes,3,0,Java | Swift | Hive,Campus Placement,Zomato,Telecom,Database Administrator,Full-time,Ahmedabad,2021-12-20,Shortlisted,,34,,2279,62,N/A,Yes
2062,Vibha Bhatia,Female,21,2021,JNTUH Hyderabad,M.Tech,VLSI,7.38,2,No,No,3,4,Teamwork | AWS | Communication | Spring Boot,Indeed,Wipro,IT/Software,Cloud Engineer,Part-time,Pune,2022-12-08,Technical Interview,3,27,,1342,86,N/A,Yes
2063,Lokesh Swamy,Male,24,2023,Symbiosis Pune,MBA,Finance,8.18,0,No,No,4,0,R | Bash Scripting,Naukri,Wipro,Manufacturing,Product Manager,Contract,Gurugram,2022-09-30,Offer,1,11,1486631,2708,78,N/A,Yes
2064,Yash Jain,Male,27,2025,NIT Calicut,BBA,Business Administration,7.56,3,No,Yes,2,5,Communication | Scala | Teamwork,LinkedIn,Axis Bank,Banking & Finance,Content Writer,Contract,Jaipur,2023-09-12,Online Assessment,,32,,87,80,No,No
2065,Tanvi Kapoor,Female,24,2022,SVNIT Surat,B.Tech,Chemical Engineering,7.47,1,No,Yes,5,4,Cybersecurity | Flutter | JavaScript | SQL | TypeScript,LinkedIn,Razorpay,Telecom,Full Stack Developer,Internship,Kochi,2023-05-01,Applied,,39,,2696,69,No,No
2066,Brijesh Oberoi,Male,27,2021,SP Jain Mumbai,MCA,Computer Applications,7.01,0,No,Yes,6,3,Data Analysis | Docker,Cutshort,Morgan Stanley India,E-commerce,Content Writer,Full-time,Bengaluru,2021-06-18,Technical Interview,2,36,,574,68,N/A,No
2067,Kavya Joshi,Female,22,2022,MDI Gurgaon,B.Sc (CS),Computer Science,6.74,3,No,Yes,6,3,Laravel | Bash Scripting,Campus Placement,HDFC Bank,EdTech,Full Stack Developer,Internship,Jaipur,2023-04-07,Shortlisted,,33,,950,75,N/A,No
2068,Naman Dey,Male,25,2021,GLA University Mathura,B.E.,Electrical,6.66,1,No,Yes,1,0,Azure | Bash Scripting | GraphQL | PyTorch,Naukri,Angel One,Telecom,Systems Engineer,Full-time,Indore,2022-02-02,Technical Interview,2,14,,2993,58,N/A,No
2069,Wasim Jain,Male,20,2023,IIT Bombay,B.E.,Electrical,6.2,0,No,No,6,2,Swift | Communication | MATLAB | Node.js,Monster,Persistent Systems,Banking & Finance,Frontend Developer,Full-time,Lucknow,2022-01-26,Rejected,1,45,,848,73,N/A,Yes
2070,Nikhil Bhatt,Male,24,2022,SRMIST Chennai,MBA,Strategy,7.15,3,No,No,4,5,Azure | Kubernetes | Data Analysis | PyTorch | Selenium,Campus Placement,Flipkart,Telecom,Full Stack Developer,Internship,Mumbai,2022-04-13,Shortlisted,,24,,2876,85,N/A,No
2071,Xander Chaudhary,Male,26,2022,MDI Gurgaon,BBA,Marketing,6.44,0,Yes,Yes,2,1,Power BI | Selenium | Node.js,Indeed,LTIMindtree,HealthTech,ML Engineer,Contract,Mysuru,2022-01-30,HR Interview,5,45,,1506,60,N/A,No
2072,Wahida Pandey,Female,21,2020,IIT Roorkee,MBA,Marketing,9.81,1,No,No,6,4,Networking | JavaScript | PyTorch,Campus Placement,Absolutdata,Logistics,Cloud Engineer,Full-time,Remote,2024-12-01,Offer,1,32,347970,2890,70,N/A,Yes
2073,Suresh Gupta,Male,24,2023,IIT Madras,B.Tech,Data Science,6.34,0,No,Yes,3,3,Bash Scripting | Kubernetes | Node.js | Java | Data Analysis,Internshala,Mphasis,EdTech,Embedded Engineer,Internship,Chennai,2021-10-05,Shortlisted,,34,,992,91,N/A,No
2074,Priya Tiwari,Female,25,2021,NIT Warangal,B.Sc (IT),Information Technology,7.88,0,No,No,4,5,Kubernetes | REST APIs | Kotlin | TensorFlow | Git,Naukri,Mphasis,Automotive,Frontend Developer,Internship,Hyderabad,2022-06-09,Shortlisted,,5,,730,96,N/A,No
2075,Vishal More,Male,27,2022,Jadavpur University Kolkata,B.E.,Computer Science,7.33,2,No,No,5,0,Azure | Machine Learning | Excel,Unstop,Barclays India,Logistics,Cloud Engineer,Internship,Gurugram,2022-07-25,Shortlisted,,43,,1287,89,N/A,No
2076,Gaurang Bajaj,Male,24,2022,Bangalore University,B.E.,Mechanical,6.3,2,No,No,4,0,AWS | Spring Boot | Bash Scripting | JavaScript,Indeed,HDFC Bank,EdTech,Technical Support Engineer,Internship,Noida,2022-04-25,Rejected,4,9,,1855,80,N/A,No
2077,Gaurav Menon,Male,25,2022,Manipal Institute of Technology,MBA,Strategy,9.66,1,No,No,6,0,Selenium | Deep Learning | Python,Campus Placement,BigBasket,Telecom,Android Developer,Part-time,Kolkata,2021-05-04,Rejected,5,44,,1937,90,N/A,Yes
2078,Madhuri Patil,Female,26,2024,Thapar University,BCA,Computer Applications,8.71,2,No,No,4,0,R | Hive,Internshala,Uber India,Retail,Recruiter,Full-time,Mysuru,2024-03-01,Offer,5,14,784862,1362,55,N/A,No
2079,Keshav Sodhi,Male,25,2022,IIT Bombay,MBA,Finance,7.26,0,No,No,2,3,REST APIs | Flutter | Docker,Naukri,Mu Sigma,E-commerce,Business Analyst,Full-time,Vadodara,2023-03-16,Rejected,2,44,,1942,100,N/A,No
2080,Aarti Goyal,Female,24,2022,Chandigarh University,MBA,Finance,8.69,2,No,No,1,5,React | Leadership,Naukri,Meesho,EdTech,Cybersecurity Analyst,Full-time,Jaipur,2022-08-05,Shortlisted,,1,,415,63,N/A,No
2081,Vijay Arora,Male,24,2024,IIT Hyderabad,B.Sc (CS),Computer Science,6.08,0,No,No,1,0,Java | TypeScript | Linux,LinkedIn,Ola,E-commerce,Data Scientist,Full-time,Vadodara,2022-09-25,Offer,4,28,1498173,1719,92,No,No
2082,Khushi Sandhu,Female,22,2024,NIT Trichy,MCA,Computer Applications,7.52,0,No,Yes,0,4,Swift | Power BI | Git | Linux | Leadership,Internshala,Mu Sigma,E-commerce,Marketing Analyst,Internship,Coimbatore,2022-12-18,Online Assessment,,8,,628,60,N/A,No
2083,Om Joshi,Male,21,2021,Bangalore University,B.Sc (CS),Computer Science,8.58,1,No,Yes,3,4,REST APIs | JavaScript | Figma,Indeed,L&T Infotech,Consulting,Product Manager,Full-time,Kolkata,2024-07-13,Applied,,33,,768,66,N/A,Yes
2084,Trisha Rastogi,Female,27,2021,IIT Delhi,MBA,HR,6.94,1,No,Yes,5,5,Kubernetes | Git | Python | Azure,Naukri,Samsung India,FinTech,Marketing Analyst,Full-time,Surat,2022-03-04,HR Interview,5,4,,1944,65,N/A,Yes
2085,Raghav Oswal,Male,23,2024,BITS Hyderabad,B.Com,Finance,9.86,3,No,No,4,0,Java | TensorFlow,Unstop,Tata Steel,FinTech,Digital Marketing Executive,Part-time,Chennai,2023-12-22,Shortlisted,,20,,851,57,N/A,No
2086,Riddhi Bose,Female,24,2020,IIIT Hyderabad,B.Sc (CS),Computer Science,5.58,1,No,Yes,1,0,R | Hive,Referral,Accenture,E-commerce,Android Developer,Internship,Bengaluru,2023-06-26,Online Assessment,,15,,2516,83,N/A,No
2087,Meera Joshi,Female,24,2024,Lovely Professional University,BBA,Business Administration,9.72,0,No,No,1,2,PHP | Leadership | Hive | C++ | Teamwork,LinkedIn,Texas Instruments India,Telecom,Full Stack Developer,Full-time,Mysuru,2023-11-16,Offer,1,34,1351498,1946,86,No,No
2088,Shivam Lal,Male,22,2021,Jadavpur University Kolkata,B.E.,Electronics,7.55,0,No,Yes,4,2,Teamwork | Linux,Indeed,NIIT Technologies,Media & Entertainment,ML Engineer,Full-time,Bhubaneswar,2024-06-30,Technical Interview,5,38,,1319,85,N/A,No
2089,Rajesh Saxena,Male,22,2024,Delhi University,BCA,Computer Applications,9.46,3,No,No,2,0,Docker | Tableau | Selenium | Problem Solving | PyTorch,AngelList,Lenskart,Retail,HR Executive,Internship,Kolkata,2024-11-01,Shortlisted,,25,,1264,70,N/A,No
2090,Swati Reddy,Female,26,2024,Lovely Professional University,BBA,Finance,9.96,1,No,No,0,3,Teamwork | Swift | Ruby on Rails | Machine Learning | Git,Indeed,Goldman Sachs,HealthTech,Database Administrator,Internship,Chennai,2022-10-27,Applied,,8,,385,56,N/A,No
2091,Mohini Balakrishnan,Female,23,2025,BITS Pilani,B.Sc (IT),Information Technology,6.71,0,Yes,No,0,0,Teamwork | REST APIs | Communication | Linux | Ruby on Rails,LinkedIn,Bosch India,Logistics,Embedded Engineer,Internship,Hyderabad,2024-04-19,Offer,2,9,16981,823,87,Yes,No
2092,Jignesh Murthy,Male,22,2022,SP Jain Mumbai,M.Tech,Computer Science,7.79,0,No,Yes,1,3,Selenium | Problem Solving | Networking | Data Analysis,Indeed,Samsung India,E-commerce,HR Executive,Full-time,Mysuru,2022-09-27,Technical Interview,1,4,,755,79,N/A,No
2093,Charmi Bansal,Female,26,2023,IIIT Hyderabad,BBA,Marketing,9.65,0,No,No,4,3,AWS | Tableau | Linux,LinkedIn,Angel One,Logistics,QA Engineer,Contract,Surat,2023-04-21,Rejected,2,16,,902,74,No,No
2094,Indira Mehta,Female,22,2024,MNNIT Allahabad,B.Tech,Civil Engineering,9.79,2,No,No,4,0,Ruby on Rails | Teamwork | Problem Solving,LinkedIn,Freshworks,Telecom,Network Engineer,Full-time,Vadodara,2021-09-28,Technical Interview,3,36,,2989,72,No,No
2095,Varsha Dixit,Female,20,2022,Pune University,M.Tech,AI/ML,5.87,1,No,No,1,3,Figma | Java,Monster,Paytm,EdTech,iOS Developer,Full-time,Bengaluru,2024-10-30,Applied,,44,,2657,66,N/A,No
2096,Payal Sodhi,Female,27,2025,IIM Ahmedabad,B.Com,Commerce,8.32,3,No,Yes,0,4,Azure | Deep Learning | Machine Learning,LinkedIn,Zerodha,Retail,Full Stack Developer,Full-time,Bengaluru,2022-02-24,Offer,2,35,735804,939,66,No,Yes
2097,Tarun Goyal,Male,24,2021,Anna University Chennai,B.E.,Civil,9.32,1,No,No,5,0,Laravel | GraphQL | Scala | Hadoop,Naukri,BYJU's,Logistics,Frontend Developer,Full-time,Kolkata,2021-09-17,Applied,,20,,1790,80,N/A,Yes
2098,Tanya Verma,Female,20,2024,Kalinga University,B.E.,Electrical,7.3,1,No,No,1,5,Selenium | Linux | Git,AngelList,Unacademy,Banking & Finance,Systems Engineer,Full-time,Mysuru,2023-01-02,Offer,1,29,519856,587,64,N/A,No
2099,Heena Lal,Female,27,2022,Nirma University Ahmedabad,B.Sc (IT),Information Technology,9.59,2,No,No,1,0,Swift | Communication | Flutter,Referral,Hexaware,Logistics,Data Analyst,Full-time,Bhopal,2022-07-05,Offer,5,4,452104,263,80,N/A,No
2100,Chethan Dey,Male,27,2021,IIIT Hyderabad,MCA,Computer Applications,8.92,2,No,Yes,3,0,REST APIs | Power BI | Docker | Flutter,LinkedIn,Tech Mahindra,E-commerce,ML Engineer,Full-time,Patna,2024-04-27,Rejected,3,19,,2814,58,No,No
2101,Varsha Mathur,Female,21,2024,NIT Trichy,M.Tech,Software Engineering,6.04,0,No,No,1,2,TypeScript | Spark,Naukri,Zoho,HealthTech,iOS Developer,Full-time,Bhopal,2022-11-03,Shortlisted,,29,,2985,70,N/A,No
2102,Amit Verma,Male,27,2025,SRMIST Chennai,B.Tech,Electronics & Communication,6.01,2,No,Yes,3,3,Leadership | Kotlin | Tableau | Django | MongoDB,LinkedIn,Fractal Analytics,Telecom,Data Scientist,Full-time,Gurugram,2022-06-18,Technical Interview,4,39,,2131,91,No,No
2103,Itisha Anand,Female,27,2025,NSUT Delhi,B.Com,Finance,8.7,0,No,No,2,4,Power BI | MATLAB | Networking,LinkedIn,TCS,Retail,DevOps Engineer,Full-time,Hyderabad,2023-12-29,Online Assessment,,8,,1361,100,No,No
2104,Ritesh Lal,Prefer not to say,23,2020,Nirma University Ahmedabad,B.Sc (CS),Computer Science,6.36,2,No,Yes,1,3,SQL | Azure | Bash Scripting,Internshala,HCL Technologies,FinTech,Systems Engineer,Full-time,Surat,2024-07-07,Offer,3,7,821955,2574,89,N/A,No
2105,Natasha Biswas,Female,23,2021,SRMIST Chennai,BCA,Computer Applications,9.44,3,No,No,1,4,Linux | R | TypeScript,Campus Placement,Coforge,EdTech,SEO Analyst,Internship,Remote,2021-03-21,Shortlisted,,2,,1182,82,N/A,No
2106,Khushi Mehta,Female,23,2024,IIT Roorkee,MCA,Computer Applications,9.61,2,No,No,3,5,Linux | Spark | Laravel | Cybersecurity | PyTorch,Referral,JPMorgan India,HealthTech,Content Writer,Full-time,Delhi NCR,2021-09-03,Online Assessment,,6,,223,61,N/A,No
2107,Tanya Srivastava,Female,25,2022,IIIT Bangalore,B.Sc (CS),Computer Science,8.81,0,No,Yes,4,2,Power BI | Java | AWS,LinkedIn,1mg,FinTech,Frontend Developer,Full-time,Chandigarh,2021-11-21,Applied,,23,,738,86,No,No
2108,Devika Shah,Female,23,2020,MDI Gurgaon,B.E.,Mechanical,6.5,0,No,Yes,6,1,PyTorch | REST APIs | Selenium,HackerEarth,Lenskart,E-commerce,QA Engineer,Full-time,Hyderabad,2024-08-31,Online Assessment,,45,,1176,81,N/A,Yes
